id,name,artist,album,popularity,duration_ms,release_date,mood,search_query
2g9aiiRu6dteue5VD4DoOF,Chillanjirukkiye,Sean Roldan,Lubber Pandhu (Original Motion Picture Soundtrack),63,247448,2024-08-28,Calm,chill
20baVBERL9C0LWLZtTZojc,Chilam Ke Sutte,Harsh Gahlot,Chilam Ke Sutte,62,142400,2024-07-08,Calm,chill
65JnVWnreYlOHFNlqJ8Vg5,Chill Mardi,Diljit Dosanjh,Sardaar Ji 3 (Orignal Motion Picture Soundtrack),49,170869,2025-06-20,Calm,chill
01MV13Hg9sfFNtgcMidjgE,Focus On Noise,Hovar,Lean Noise,75,99925,2022-01-11,Calm,ambient
1LOq9dhGdooVe9KwNFDwuA,ambient resonance,Lonely Lies,ambient resonance,47,114000,2024-01-19,Calm,ambient
72a5gVOI8viG16Y2vmHBQ4,432 Hz Ambient Relaxation,Miracle Tones,432 Hz Deep Sleep,67,191000,2023-02-17,Calm,ambient
6VrBWh90BiwWmwKtvwWFcq,Ambiente,J Balvin,Vibras,61,248826,2018-05-25,Calm,ambient
3xcqBcQvWw8cqziV3egKUT,Interlinked - Ambient,Lonely Lies,Interlinked,44,85997,2024-11-21,Calm,ambient
7xIPsXmUBhtcv8Txt3X1r2,3 Hour Study Focus Music,SPIRIT ENERGY VIBE,3 Hour Study Focus Music,40,10799960,2022-09-06,Calm,ambient
4xF4ZBGPZKxECeDFrqSAG4,snowfall,Øneheart,snowfall,82,124065,2022-01-14,Calm,ambient
5pr0jFzUS0sUW3ftEsiidL,Ambient Study Music,Brain Waves Therapy,"1 Hours Hyper Focus: Beta Waves for Concentration & Memory, Increase I.Q",48,222172,2021-12-15,Calm,ambient
2AaRFfEcsffD5Axf7YlRnI,ambient resonance - sped up,Lonely Lies,ambient resonance,33,96000,2024-01-19,Calm,ambient
0HT3vWtf3U14MuUnR06Nk6,Ambient Study Music,Study Music Project,Study Music Playlist for Deep Focus,33,72217,2023-12-21,Calm,ambient
1xK59OXxi2TAAAbmZK0kBL,Romantic Homicide,d4vd,Romantic Homicide,87,132630,2022-07-20,Romantic,romantic
7s5VQqrjBtrBgZL4pEa46S,Romantic Lover,Eyedress,Let's Skip to the Wedding,72,86739,2020-08-07,Romantic,romantic
5LwlAJEkUeJEDBbN14RV6o,Saanson Ko,Shaarib Toshi,Zid (Original Motion Picture Soundtrack),56,288355,2014-11-15,Romantic,romantic
2DzEnsDbTLHwPuIMAB2z0P,Feelinga,Garry Sandhu,Adhi Tape,58,188000,2021-11-11,Romantic,romantic
4RzaXbufKNBwaFuzJhGur5,Wajah Tum Ho,Armaan Malik,Hate Story 3,57,357633,2015-11-04,Romantic,romantic
64795RjPIb87Aa8clGWyc5,Romantic - LoFi Flip,Dj Vicky Belgaum,Romantic (LoFi Flip),45,219984,2024-01-30,Romantic,romantic
5bQ6oDLqvw8tywmnSmwEyL,Apna Bana Le,Sachin-Jigar,Bhediya (Original Motion Picture Soundtrack),78,261702,2022-11-22,Romantic,romantic
6Ol9idNgQJUgdZSNFSibzy,Romantic Rewind,Akhil,Romantic Rewind,36,1084056,2022-02-09,Romantic,romantic
7Csa4PStpuYIfUqNMKQ4V8,"Barbaad (From ""Saiyaara"")",The Rish,"Barbaad (From ""Saiyaara"")",78,357127,2025-06-10,Romantic,romantic
6q1QIBUfxyZJhygVIiG6c9,Wajah Tum Ho,Armaan Malik,Bollywood Romantic Songs With Armaan Malik,61,357633,2017-07-20,Romantic,romantic
1UNEuG9DYOWiikf00ayr52,Love Me Not,Ravyn Lenae,Love Me Not / Love Is Blind,84,213466,2024-05-03,Romantic,love
3CeCwYWvdfXbZLXFhBrbnf,Love Story (Taylor’s Version),Taylor Swift,Love Story (Taylor’s Version),77,235766,2021-02-12,Romantic,love
0XwRlvv3KlOu4HWlOH34XG,Lover,Diljit Dosanjh,MoonChild Era,69,190000,2021-08-22,Romantic,love
6nGeLlakfzlBcFdZXteDq7,Love Story,Indila,Mini World,77,316280,2014-01-01,Romantic,love
3zHq9ouUJQFQRf3cm1rRLu,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,Delirium (Deluxe),77,252534,2015-11-06,Romantic,love
4gvrJnKCKIPiacNsWVQwEU,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,CKay,love nwantiti (feat. Dj Yo! & AX'EL) [Remix],72,188368,2021-09-09,Romantic,love
1QZRCi2Z1DQQaR6bGAzhtN,Love Dose,Yo Yo Honey Singh,Desi Kalakaar,73,224444,2014-09-26,Romantic,love
1dGr1c8CrMLDpV6mPbImSI,Lover,Taylor Swift,Lover,84,221306,2019-08-23,Romantic,love
3i9UVldZOE0aD0JnyfAZZ0,Lover (Remix) [feat. Shawn Mendes],Taylor Swift,Lover (Remix) [feat. Shawn Mendes],65,221306,2019-11-13,Romantic,love
30Osl10nwcnH6KmvmtkSTw,FAKE LOVE,BTS,FAKE LOVE,32,310911,2018-05-18,Romantic,love
5hcisvFMidkMJlElTO9Qmw,Sensualidad,Bad Bunny,Sensualidad,72,297485,2017-11-03,Romantic,sensual
7ztnHRxtI7ZoozdxdBXXtf,Sensual Seduction,Snoop Dogg,Hip Hop: The Collection 2008,32,245746,2008-01-01,Romantic,sensual
5hShvhZsCo0ZjELjoHI8mQ,Sensual Ambient Music,Sex Music Zone,"Sensual Ambient Music - Instrumental for Making Love, Chill Lounge, Erotic Massage, Mood Music for Kamasutra, Tantra (Yoga Meditation)",37,270013,2016-04-11,Romantic,sensual
17DBMZGzjoQZQyhPpeGCQK,Sensual Seduction - Album Version (Edited) FINAL,Snoop Dogg,Ego Trippin',53,240373,2008-01-01,Romantic,sensual
53J8KasMBIjnrmVBMb1l0l,Sensual JaZz,ChildNoah,Sensual JaZz,22,120000,2024-12-27,Romantic,sensual
7bKC6hmPFsfEcQrRqp8XjO,Sounds of Pleasure,Norian Guldmaen,Intimate Moments In Stormy Nights,41,206000,2023-08-31,Romantic,sensual
2uyLZbu2lJOswurGgISccY,Cena Sensual,Mc Gw,Cena Sensual,0,105230,2025-10-28,Romantic,sensual
5K4k8xRYfc93rGPFxK5q09,Sensual,sunkng,Sensual,5,185367,2023-08-02,Romantic,sensual
5n5aU4szz2n24oAxauwkJB,Sensual Music for Sex,Testosterone Zone,"Libido Bost - Tantric Sexotherapy, Sexual Healing Yoga, Kamasutra, Erotic Massage",27,184500,2021-08-30,Romantic,sensual
4fHtUChuxBrmrVeMbep8hn,Temple of Seduction,Sex Music Zone,Sex Vibes: Erotic Slow Flow & Hot Sex Playlist for Balearic Summer Nights,40,140338,2023-02-28,Romantic,sensual
5mCPDVBb16L4XQwDdbRUpz,Passionfruit,Drake,More Life,85,298940,2017-03-18,Romantic,passionate
2rAmSplF014Mf3ebpvPfLU,Passionate Overload - Love and Deepspace Caleb's Polar Night Memory-Themed Bgm,Love and Deepspace,Heartbeats Ablaze,56,66000,2025-10-29,Romantic,passionate
6zOiNodZimu0Ol5czdUEaJ,Passionate Highs,Snow Strippers,The Snow Strippers,54,198687,2022-06-30,Romantic,passionate
6tesMK7YkPOig4yPffZNEP,Passionate Goodbye (Feat. Sung Si Kyung),PSY,"PSY SIX RULES, Pt. 1",50,208972,2012-07-15,Romantic,passionate
0LknGoMJNF4C0zVvrR278C,Passionate,Khalid,Sincere (Deluxe),36,197840,2024-12-06,Romantic,passionate
3Mqyq7VmDFw22enO4PPm9h,Passionate,So Syk AI,Passionate,16,202039,2025-10-27,Romantic,passionate
7b9gzHDtMTLGBPMzNE61Pu,Passionate Horizons,Navy Noir,Eternal Embrace,23,147252,2024-06-21,Romantic,passionate
1DsZwSGRFo1geXc0yIY7V5,Passionate,Dowyfl,Tearful,27,61587,2015-01-22,Romantic,passionate
0c74aHGvPzWjhUOKruK9Qj,Passionate Heart,Demerara Kay,Walls of Fury 2,23,125217,2024-12-24,Romantic,passionate
6M7g1lDBkoLhcClji0KhDI,Passion,JordanBeats,Passion (Instrumentals & Rap Beats),31,221739,2022-08-14,Romantic,passionate
6cx5CvFhqN19efStehJqoW,Valentine,Laufey,Everything I Know About Love,77,168906,2022-08-26,Romantic,valentine
5mY6WIHXoBsOCSyQxrTg0E,VALENTINE,Måneskin,RUSH! (ARE U COMING?),64,216997,2023-11-10,Romantic,valentine
1MhHomaXgrPMBroXkpWSSa,Valentine's Mashup 2019,Amrita Singh,Valentine's Mashup 2019,51,212521,2019-02-13,Romantic,valentine
1jkNF7kVO0tzNiGXzpC6fQ,Valentine's Mashup 2021,Arijit Singh,Valentine's Mashup 2021,45,198380,2021-02-12,Romantic,valentine
1ySpR66HLAKzNgMEjJy0Fx,Dil (feat. Sara Gurpal),Ninja,Dil (feat. Sara Gurpal),55,214390,2017-09-08,Romantic,valentine
2uMo1jUx4cnG9EudGScQul,Valentine Mashup 2023,Nikk,Valentine Mashup 2023,39,277147,2023-02-14,Romantic,valentine
6hGV4hkwYM4lzVdm0nzCwR,Valentine's Mashup 2025,Shilpa Rao,Valentine's Mashup 2025,22,322038,2025-02-11,Romantic,valentine
7p5uzwVPw0XJmtZSmrsQ8P,Love Mashup 2015 (By DJ Chetas),Shankar-Ehsaan-Loy,Love Mashup 2015 (By DJ Chetas),49,289259,2015-03-26,Romantic,valentine
2qPfqdbFNoyPphmlxeBDDS,Valentine Mashup 2025,DJ DALAL LONDON,Valentine Mashup 2025,34,241706,2025-02-13,Romantic,valentine
6tGnWC918KDs8vYRnC99Ka,Valentine Mashup 2022,Akhil,Valentine Mashup 2022,23,249618,2022-02-14,Romantic,valentine
6shPaz0rzOAGatiY6X6zLQ,"Ek Zindagi (From ""Angrezi Medium"")",Taniskaa Sanghvi,"Ek Zindagi (From ""Angrezi Medium"")",62,170088,2020-02-20,Motivated,motivational
2fMvD6HYXkSaP8KfskwWVk,Motivational Chant Shiva Sahaaya,Mahakatha,Ultimate Shiva Mantras,40,251999,2024-11-18,Motivated,motivational
5Ry67OqwCxKbswCxcPHcg9,Dangal,Pritam,Dangal (Original Motion Picture Soundtrack),61,299325,2016-12-14,Motivated,motivational
6l2EaynSzvc1RwPkEWGDzb,Manasha - Slowed,Ashreveal,Manasha,62,125245,2024-11-08,Motivated,motivational
1PZZtXR7nsNIyRcqd7UeiF,Aarambh,Piyush Mishra,Gulaal,67,295866,2009-02-27,Motivated,motivational
65MTYLIVMqZdMmR1jazF25,Shoorveer,Rapperiya Baalam,Shoorveer,62,237947,2020-07-17,Motivated,motivational
7fAoPMnIEg7IcRVQasrj6V,Inspiration,Unknown Brain,Inspiration,49,182416,2017-07-21,Motivated,inspirational
2qFaBzUxQ9tQGPwBS8fthV,Inspirational Love Mashup,Varun Jain,Inspirational Love Mashup,16,1521078,2024-12-14,Motivated,inspirational
6vvr4CZ0oa0cJhajVMMhVO,Inspiration,Fenty,Inspiration,49,195474,1950-05-24,Motivated,inspirational
4jCDg3KXpBRg34cLAxx4a9,Inspirational Rap Quotes Motivation,Abby Viral,Inspirational Rap Quotes Motivation,15,238167,2022-11-05,Motivated,inspirational
2qwn6whaZf7gax7SaqUZSC,Incredible,Future,HNDRXX,52,248049,2017-07-27,Motivated,inspirational
5R8Tc8molt3mbSaqZ77dby,"Shaabaashiyaan - From ""Mission Mangal""",Amit Trivedi,Mission Mangal (Original Motion Picture Soundtrack),50,280161,2019-09-12,Motivated,inspirational
17cNU3sgFJSNIvkNBAiCJ4,Inspirational Beat,Morninglightmusic,"Awesome Songs, Vol. 1",23,132000,2016-10-28,Motivated,inspirational
67XJ39k65gnMALcoiKLe9r,Inspiration,Chirag Katti,Inspiration,12,416363,2020-07-11,Motivated,inspirational
2n4XZlG3VLpokBFKP1DuRW,Unstoppable,Hardeep Grewal,Unstoppable,29,347419,2019-07-20,Motivated,inspirational
6W31FFd6QiNVvELNHQAYxn,Dont Care,Shankar Mahadevan,Chennakesava Reddy,26,278699,2002-09-25,Motivated,inspirational
0GBiT1wHV68bU0Cv8ZU2HZ,Determined,Mudvayne,Lost and Found,55,159253,2005,Motivated,determined
4PIef06qZ97JCp4rbj4a6m,Determined,Ramel Alloy,Determined,45,163985,2025-09-09,Motivated,determined
2Fhkd6xWz6r8MT5KPEPA1g,Determined,Phynetic,Determined,34,320050,2025-02-10,Motivated,determined
1AdOr31s8OKqLBhqalgCRK,Determined,Kashpitzky,Determined,24,311254,2023-05-11,Motivated,determined
1bnOkEx9UuS0AB2izfyzBa,Determined,Hotham,Breathe,19,122608,2021-09-24,Motivated,determined
6Ao0WxKK4VxL8YLSnDBJa3,Determined,QUEEN TSAKY,Serenity,28,65323,2013-01-16,Motivated,determined
1oaS3ch5131kmpce4256Jr,determina,delow banking,determina,26,80000,2025-07-08,Motivated,determined
3ib37r59wJgANAMQQZqFb4,Robin's Determined Heart,LMR Records,One Piece: Piano Selection,33,121599,2022-10-24,Motivated,determined
4qFo3YKOR51ml0SHb8Tz58,Determined Hearted Ones,Freedomdeus Mostart,Power of a Thousand Suns,16,92967,2024-10-12,Motivated,determined
7n4nDvukSoLgLXWpF4n7Gi,Destined 2 Win,Karan Dhaliwal,Destined 2 Win,17,141818,2025-06-20,Motivated,determined
0bSHwuTOZVJUXWT03H9oD2,Succession (Main Title Theme),Nicholas Britell,Succession: Season 1 (HBO Original Series Soundtrack),62,102013,2019-08-09,Motivated,success
4dO5LtlRj5wqdVVrDHjeh3,Success,KD DESIROCK,Success,45,241957,2022-01-10,Motivated,success
4PgQu8CWZAD6NSqd4mGDmE,Succession (Main Title Theme) - Extended Intro Version,Nicholas Britell,Succession: Season 2 (Music from the HBO Series),54,112613,2020-05-22,Motivated,success
2kyN48kZtfY9wmCATage0Q,Success Kaur,R Nait,Success Kaur,41,291698,2020-08-14,Motivated,success
7gmZMFm1iLDKefXdUMaI8y,Success Talks,Gurtaj,Success Talks,35,128181,2025-08-07,Motivated,success
2zssR6R89M24ZvmUakCZCh,Success,Hardeep Grewal,Success,28,156800,2023-09-21,Motivated,success
3GIdglhfaWtocEzhQ8YbgJ,Successful,Anand Shinde,Marathon Zindagi (Original Motion Picture Soundtrack),29,301583,2016-10-01,Motivated,success
7aslWM8SXNkvW7Za65kXQ3,Success Of Struggle,Jaymin Dabhoda,Success Of Struggle,42,348724,2025-01-05,Motivated,success
2xFg6AyHkXFruGxRjy7Uzn,On Top,Karan Aujla,On Top,70,183428,2022-11-25,Motivated,success
4iNzUtbf15gpogmdr5g90L,HUSTLER,Demeter,HUSTLER,50,176366,2024-02-01,Motivated,hustle
7wcXoib99YviQ3qXnGeO7j,Hustler Mindset,DEVEL,Hustler Mindset,41,180288,2025-07-07,Motivated,hustle
6Yk1Dtsa7AC5TyOHabA89V,Hustler,Laddy,Hustler,45,118976,2023-08-06,Motivated,hustle
4P4qV21QR5yJwsU8ApFuMW,Hustler,Sidhu Yield,Hustler,22,128261,2025-09-27,Motivated,hustle
1AezwlKp0gT3BRDXFvpiDj,Itz A Hustle,Karan Aujla,Bacthafu*up,49,219727,2021-09-15,Motivated,hustle
0NZEAJ49X9505eWshbc2JO,HUSTLE HARD,Farmaan SMG,HOSTED BY FUTURE - PART 1,34,171968,2022-08-25,Motivated,hustle
5lNQ2M1yJ1HAQGHgUfLlY3,Selfmade,Sidhu Moose Wala,Pbx 1,60,179513,2018-10-18,Motivated,hustle
4ujToRFWb3C8tdPkmVPwu2,Jaadugar,Paradox,Mtv Hustle 2.0,59,192000,2023-03-30,Motivated,hustle
5DnmSqP1Kz382VwSzNgoLL,Hustle Flow,Roop Bhullar,Hustle Flow,30,166956,2024-04-15,Motivated,hustle
3IJsX7C43yrri2jxEayl7Y,HUSTLE GEET,Year Down,HUSTLE GEET,0,178750,2025-11-03,Motivated,hustle
2RdEC8Ff83WkX7kDVCHseE,party 4 u,Charli xcx,how i'm feeling now,85,296653,2020-05-15,Party,party
0fGImK9uWSruIRhKGyjUC0,Party All Night,Yo Yo Honey Singh,Boss,57,282792,2013-09-10,Party,party
4F7A0DXBrmUAkp32uenhZt,Party Monster,The Weeknd,Starboy,78,249213,2016-11-25,Party,party
5Rn1DPzSzUktbhuNDDJocS,Party On My Mind,Pritam,Race 2 (Original Motion Picture Soundtrack),65,222133,2012-01-25,Party,party
0e4aaLjrK6sjHyp6eOlhjr,Party With The Bhoothnath,Yo Yo Honey Singh,Bhoothnath Returns,45,321456,2014-03-26,Party,party
3E7dfMvvCLUddWissuqMwr,Party In The U.S.A.,Miley Cyrus,The Time Of Our Lives (International Version),81,202066,2009-01-01,Party,party
0rUN8ascPVT9iiLzC5ocPw,Abhi Toh Party Shuru Hui Hai,Badshah,Khoobsurat,57,179912,2014-08-12,Party,party
4AoQVhME8Ko6LNm4lV2wwQ,Hookah Bar,Himesh Reshammiya,Khiladi 786,71,254351,2012-10-30,Party,party
6WediUhXDfm8FR3wlM0r3G,Subha Hone Na De,Pritam,Desi Boyz,70,288696,2011-10-21,Party,party
1bHBYJjUYYbUnwKYCFxV1F,"Party All Night (From ""Boss"")",Yo Yo Honey Singh,Yo Yo Honey Singh Is Back,64,282792,2018-03-12,Party,party
2XU0oxnq2qxCpomAAuJY8K,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,73,209438,2019-10-17,Party,dance
36EPfDEkfLYQLt8Fvced8x,Dance Like,Harrdy Sandhu,Dance Like,65,171600,2019-11-30,Party,dance
5OcGETO7eEKjKme4gm0r7y,"Dance Ka Bhoot (From ""Brahmastra"")",Pritam,"Dance Ka Bhoot (From ""Brahmastra"")",52,245735,2022-08-25,Party,dance
5EqggGHTuqiUfruO2gMHhI,Dance Pe Chance,Salim–Sulaiman,Rab Ne Bana Di Jodi,60,261015,2008-11-06,Party,dance
1NxlktIRgiAPJ8U06v9veI,Dance Basanti,Sachin-Jigar,Ungli (Original Motion Picture Soundtrack),63,223991,2014-11-18,Party,dance
0biCSADTAblvLTLtJz4pXO,Nashe Si Chadh Gayi,Vishal-Shekhar,Befikre,73,237875,2016-12-01,Party,dance
18AId3X5GULxDCCjyRTCIQ,Chunnari Chunnari,Abhijeet,Biwi No. 1 (Original Motion Picture Soundtrack),69,335000,1999-05-28,Party,dance
5B9mLWMB6mKfQ8fKyNwo0a,"Billo Rani (From ""Dhan Dhana Dhan Goal"")",Anand Raj Anand,All Time Hits Bollywood Dance Tracks,30,329247,2023-12-29,Party,dance
1vYXt7VSjH9JIM5oRRo7vA,Dance The Night - From Barbie The Album,Dua Lipa,Dance The Night (From Barbie The Album),81,176579,2023-05-25,Party,dance
1zi7xx7UVEFkmKfv06H8x0,One Dance,Drake,Views,88,173986,2016-05-06,Party,dance
6ebkx7Q5tTxrCxKq4GYj0Y,Club Can't Handle Me (feat. David Guetta),Flo Rida,Only One Flo (Part 1),81,234560,2010-11-24,Party,club
0CySZwyRJ0vyUqtSjM9i2k,Club classics,Charli xcx,BRAT,70,153526,2024-06-07,Party,club
4fHug3zCanK33sdvticISi,Club Bizarre,U96,Club Bizarre,73,300226,1995,Party,club
2ffVdgR2RUHIaENDIrlVvG,"Clubbed to Death (From ""The Matrix"")",Robert D.,The Very Best of Sci-fi & Fantasy (From Sucker Punch to V for Vendetta) [Original Motion Picture Soundtrack],52,244106,2016-12-29,Party,club
6scLpQdeXFZpHmDu0ZBu2T,Club Can't Handle Me,Flo Rida,Red Hot R & B,35,232133,2011-01-01,Party,club
5aEykLdq5auOR3pkLzprTd,Clubbula Mabbula,Hiphop Tamizha,Hiphop Tamizhan,42,214000,2012-08-14,Party,club
6MR5IBSNfDmiwnrlQpVw4w,Club Paradise,Drake,Care Package,69,283816,2019-08-02,Party,club
4MfmtR68tm6vW1x83aupgo,Clubbed to Death - Epic Version,L'Orchestra Cinematique,Clubbed to Death (Epic Version),36,334421,2021-09-27,Party,club
7bPWdJgx8vek7S5i5yAtvG,Chemtrails Over The Country Club,Lana Del Rey,Chemtrails Over The Country Club,79,271176,2021-03-19,Party,club
7iL6o9tox1zgHpKUfh9vuC,In Da Club,50 Cent,Get Rich Or Die Tryin',82,193466,2003-02-06,Party,club
4d5q7kToOjTyTv8ZG0zhut,CELEBRATION,Forrest Frank,CHILD OF GOD II,67,161544,2025-05-09,Party,celebration
3K7Q9PHUWPTaknlbFPThn2,Celebration,Kool & The Gang,Celebrate!,71,298866,1980-09-29,Party,celebration
2LqMM3RDo4bUpbKkhDdKeC,Celebration of Life,G. V. Prakash,Aayirathil Oruvan (Original Motion Picture Soundtrack),44,209400,2009-06-10,Party,celebration
3DpqHuPTyeHWEp3lN8G0oq,Celebration,The Game,Jesus Piece (Deluxe),51,288640,2012-01-01,Party,celebration
3Feda69zjFHpUaJtJskq7N,"Celebration Of Varisu (From ""Varisu"")",Thaman S,"Celebration Of Varisu (From ""Varisu"")",44,168153,2023-01-13,Party,celebration
2Z2k40H13N6fG2k8YTQSKk,Celebration,Siippyy Gill,Marjaney (Original Motion Picture Soundtrack),10,169090,2021-12-03,Party,celebration
4nOygULhEuDO5ZBRNPFaso,Wavin' Flag - Coca-Cola® Celebration Mix,K'NAAN,Troubadour (Champion Edition - Asian Version),65,212520,2009,Party,celebration
2efE52fLnMc0iY9DChYS1E,Celebration horn,D. Imman,Bomb (Original Motion Picture Soundtrack),18,191450,2025-09-12,Party,celebration
3T5mWE4AVaKHc62pc1Q0Zy,Celebration Vibes,Mahadevika Ishvaran,Celebration Vibes,0,194766,2025-11-05,Party,celebration
2aTNWfpndlgVZzIHY0Amae,A Celebration - Komban Theme,G. V. Prakash,Komban (Original Motion Picture Soundtrack),22,200000,2015-05-03,Party,celebration
5y4fONw4lx7tN0XDRSnG4g,Festival of Lights,Mahadevika Ishvaran,Festival of Lights,11,223490,2025-10-04,Party,festival
4Ganul9T2XttkBRYZeZD8w,Festival of Lights,KSHMR,Festival of Lights,33,195000,2017-07-21,Party,festival
2DfV562BPPE8LdJNXfWf2o,Festive Vibes,Vinod Venugopal Acharya,Festive Vibes,28,85066,2021-10-18,Party,festival
6BMgg6UwEAb12Berws4X2s,Festival of Lights,FASSounds,Festival of Lights,0,131551,2024-10-07,Party,festival
6qGCJLF0V7SuHTOOGUcDsv,Shubhaarambh,Amit Trivedi,Kai Po Che (Original Motion Picture Soundtrack),63,234093,2013-02-01,Party,festival
0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,The Weeknd,After Hours,90,200040,2020-03-20,Party,festival
0q2rLAq93maFwTheKM9pIQ,Nadakallo Nadaka (DJ Remix Song),P.N. Lingaraju,Nadakallo Nadaka (DJ Remix Song),46,213037,2024-01-01,Party,festival
3USxtqRwSYz57Ewm6wWRMp,Heat Waves,Glass Animals,Dreamland,85,238805,2020-08-07,Party,festival
3IPxJQjgMLU8MFYY8gzDhC,Kallajodu Collage Papa - Telugu Folk Song,Kondu Sagar Exclusive,Kallajodu Collage Papa (Telugu Folk Song),47,240837,2021-08-15,Party,festival
4qrY2eX4mhLJfpuma6sq3w,Thatibellam,Jabardasth Nukaraju,Thatibellam,46,280171,2025-07-01,Party,festival
6jYiHr12NVKLzn0X7K8aSK,FOCUS,Hearts2Hearts,FOCUS - The 1st Mini Album,75,177052,2025-10-20,Focus,focus
1cdzfFjEbUbgTm5nv3FgXR,Focus,Ariana Grande,Focus,66,211360,2015-10-30,Focus,focus
4Ltkr98PyFCUzf3hujCdcb,Focus Fuel,Brainy,Brain Waves,62,126000,2024-09-06,Focus,focus
1IAfqavbIFSkGqgzc5CBqo,Focus,Brainy,Deep Focus,62,136000,2024-01-13,Focus,focus
2FqqVHvC4eKrsk97vpMRid,Focus (feat. 21 Savage),Bazzi,Soul Searching,56,155133,2019-08-09,Focus,focus
3tZs3nVjySLbL320lP4mvs,Focus,H.E.R.,H.E.R.,64,200133,2017-10-20,Focus,focus
5hbqgk9oAsXeKLbr2TgHqD,Focused Sedated,Seedhe Maut,Lunch Break,34,175881,2023-08-19,Focus,focus
0xaXwvcjq7aAKwMKe22Bw7,Focus (feat. CLOVES),John Summit,Focus (feat. CLOVES),67,238242,2025-01-17,Focus,focus
4vrOP2x70n3AjixczMujRw,Concentration Music,Study – Deep Focus,Concentration Music,44,162461,2022-01-26,Focus,concentration
1PCrNjQkG1yRuYa3WDudi1,"Study Music, Concentration Music for Studying, Focus Music for Productivity",Greenred Productions,"Study Music, Concentration Music for Studying, Focus Music for Productivity",27,1873005,2020-12-21,Focus,concentration
0tljW8fwYHY16gQCge7him,4 Hz: Study Concentration Tone (Theta Waves),Miracle Healing Tones TP,4 Hz: Binaural Beats (Theta Waves),49,137160,2022-11-04,Focus,concentration
1yLAY2yrGRJGBttNtpUgPc,Raga Concentration,Dyal Dalavi,Raga Concentration,36,294500,2025-02-16,Focus,concentration
5ffnOchWtQa4tdbMFMdx5j,40 Hz Concentration Music,Miracle Tones,40 Hz Focus Music (Binaural Beats),55,250279,2024-10-18,Focus,concentration
5AdMf3aHX31aIoT42WTaau,Bright Minds,Study – Deep Focus,Concentration Music,42,177230,2022-01-26,Focus,concentration
754KDZEcBlOgyGjdvLPvsi,Opening Your Brains,Study – Deep Focus,Concentration Music,42,206769,2022-01-26,Focus,concentration
676PS8qp1LoNpI9kU8qlbW,40 Hz Focus,Brainy,40 Hz Gamma,62,138000,2024-05-17,Focus,concentration
6m5h70i2No4eOlhbTgW9m0,Study Space,Brainy,Hyper Focus,60,148000,2024-04-05,Focus,study
13TdUlXkNNCh4CDzWIyebl,Study & Concentrate,Study – Deep Focus,Concentration Music,42,177230,2022-01-26,Focus,study
2KE6t9ecBthclfLsroI7r1,Study Focus Lofi,Lowfly,Study Focus Lofi,35,143750,2024-12-06,Focus,study
6lttU0emvX9H760LsC2y2K,Study Focus Loop Noise (Loopable no fade),Dream Supplier,White Noise For Study,51,142221,2023-05-12,Focus,study
6DPF0NbwzIo1CYuolkpkFP,1 Hour Study Lofi Deep Focus Music | Study Music Lofi 1 Hour Late Night,Relofi Blessings,1 Hour Study Lofi Deep Focus Music | Study Music Lofi 1 Hour Late Night,14,3620765,2025-09-04,Focus,study
75ZX6g2Qg1wOBh2TohuTVp,Next Toppers,Kunal Negi,Next Toppers,19,101059,2024-03-28,Focus,study
4ogWmdv4pJ34S48sRLWReU,Productive,Eloquin,Productive,26,171176,2025-07-18,Focus,productive
5HHuIyeHtTw8HTD4mxYjpt,Productive Work,Study Boy,Study Time,43,194194,2022-05-02,Focus,productive
55L2XhAvgd8gMLkgjYK8F9,Productive,BVNQUET,Productive,33,148959,2025-06-13,Focus,productive
0BBt6QiIacCsglEcj0BjDW,Stay Productive,Brainy,Laser Focus,35,146000,2024-10-25,Focus,productive
2Ng3VGF00b4O5Iyi9fAPqU,Productive,Lofi Pulse FM,Vibe Spot,18,97500,2025-01-03,Focus,productive
4R9hmuEmJIV1QCuZytr1M3,"Powerful Productivity Subliminal, Effortless Focus and Motivation",Betterlife_subliminals,Quality of Life 1,8,178171,2023-04-11,Focus,productive
0rHhuLECjzA4dGbQTq4a0V,Productive Power,Thinky,Brain Power,18,84079,2025-03-09,Focus,productive
5TDXpG5SdmZHXBXiEA1Ddh,Productivity,Brainy,Cognition,57,120000,2024-03-11,Focus,productive
4jLfzRB3WfOkHjPW573O3s,40 Hz Increase Productivity,Miracle Tones,40 Hz Focus Music (Binaural Beats),56,197519,2024-10-18,Focus,productive
3ZeBiu1T1z134jIrgjUdSQ,You Stop Procrastinating (Extreme Productivity Subliminal),Just Like Magic Subliminals,Subliminals #1,32,74183,2023-09-15,Focus,productive
72javxKptIWosgDQispVnt,Lofi Hip Hop Instrumental Chill Beats Music,Lofi Only,Lofi Hip Hop Instrumental Chill Beats Music,31,163213,2023-02-19,Focus,lofi
6rPDrn83Edjzk3MCwRIoBI,Lofi Lovee,Ved Sharma,Lofi Lovee,46,210000,2024-04-22,Focus,lofi
