id,name,artist,album,popularity,duration_ms,release_date,mood,language,search_query
4TLtRrM54GFPhKMozhxXvK,Bhaag The Success Anthem,Daler Mehndi,Bhaag The Success Anthem,23,204113,2013-06-27,Motivated,English,success anthem
3CXvCKUQUi94bf88UtKh0V,Success Anthem,Kirpal Bhogal,Success Anthem,0,239004,2022-08-11,Motivated,English,success anthem
1UEbsf5kGEIcSMiWexOkrZ,Victory Anthem,Khushi TDT,Victory Anthem,66,157350,2024-08-23,Motivated,English,success anthem
3FqtduiaqnFYvBgKuc6QWQ,Winning Speech,Karan Aujla,Winning Speech,78,227441,2024-05-16,Motivated,English,success anthem
2X3AgGOBf9RPpA9KtDw0tu,success anthem hood trap,why'd u run away,success anthem hood trap,14,77624,2025-01-14,Motivated,English,success anthem
1im4SOZGL4kODIQIAMm9Ng,Excess Success,Jeff Parker,Forfolks,12,653253,2021-12-10,Motivated,English,success anthem
0NZEAJ49X9505eWshbc2JO,HUSTLE HARD,Farmaan SMG,HOSTED BY FUTURE - PART 1,34,171968,2022-08-25,Motivated,English,hustle music
1AezwlKp0gT3BRDXFvpiDj,Itz A Hustle,Karan Aujla,Bacthafu*up,49,219727,2021-09-15,Motivated,English,hustle music
3IJsX7C43yrri2jxEayl7Y,HUSTLE GEET,Year Down,HUSTLE GEET,0,178750,2025-11-03,Motivated,English,hustle music
5DnmSqP1Kz382VwSzNgoLL,Hustle Flow,Roop Bhullar,Hustle Flow,30,166956,2024-04-15,Motivated,English,hustle music
7wcXoib99YviQ3qXnGeO7j,Hustler Mindset,DEVEL,Hustler Mindset,41,180288,2025-07-07,Motivated,English,hustle music
56VeOPxdEti75KddXLOivp,Hustle,Baggh-e SMG,Be The Change,32,217600,2024-11-09,Motivated,English,hustle music
7wZ8S7cV5Nc5na1681uotb,PYAAR?,Naam Sujal,MTV Hustle 4 - Episode 14,51,205714,2024-12-01,Motivated,English,hustle music
6Yk1Dtsa7AC5TyOHabA89V,Hustler,Laddy,Hustler,45,118976,2023-08-06,Motivated,English,hustle music
7CvkDG2lQbgAuvVWo7LA8y,Party Background Music,EDM Note,Dance Music EDM - Party atmosphere Exciting Music Club music -,4,133124,2021-01-11,Party,English,party music
2ggYZ6Hx7c9QC3JkHON6x0,Party Music,Harris Jayaraj,12 B (Original Motion Picture Sound Track),28,92703,2001-09-28,Party,English,party music
3S5btcqb0ERiMhHJnX3vq7,Party Mashup - By DJ NYK,DJ Nyk,Party Mashup (By DJ NYK),43,192452,2021-05-07,Party,English,party music
16kiQQ4BoLHDyj5W2fkfNK,"Tauba Tauba (From ""Bad Newz"")",Karan Aujla,"Tauba Tauba (From ""Bad Newz"")",67,207157,2024-07-02,Party,English,party music
1sAiw411pa8rVZv7ZTwbh4,Party Freak,Chandan Shetty,Party Freak,53,240017,2020-12-26,Party,English,party music
6VbmeIWTbNHM5uqoW7GTE4,Sheila Ki Jawani,Vishal-Shekhar,Tees Maar Khan,69,281707,2010-11-15,Party,English,party music
5Rn1DPzSzUktbhuNDDJocS,Party On My Mind,Pritam,Race 2 (Original Motion Picture Soundtrack),65,222133,2012-01-25,Party,English,party music
1bHBYJjUYYbUnwKYCFxV1F,"Party All Night (From ""Boss"")",Yo Yo Honey Singh,Yo Yo Honey Singh Is Back,64,282792,2018-03-12,Party,English,party music
01j7LCpZeuzZToE4vbU1u7,Dance Pop,Con,Con,0,150967,2024-02-01,Party,English,dance pop
0asMfuXbAQw52Jvhd8Lyh9,Dance Pop,Con,"Dance Workout, Set 19",0,145001,2021-11-09,Party,English,dance pop
4ChomJf8z16E6Zw4EoioYY,After Hours,Kehlani,CRASH,73,202414,2024-06-20,Party,English,dance pop
36EPfDEkfLYQLt8Fvced8x,Dance Like,Harrdy Sandhu,Dance Like,65,171600,2019-11-30,Party,English,dance pop
48QmG1dfvMuYLxMPt7KSRA,No Lie,Sean Paul,Mad Love The Prequel,83,221176,2018-06-29,Party,English,dance pop
39LLxExYz6ewLAcYrzQQyP,Levitating,Dua Lipa,Future Nostalgia,79,203807,2020-03-27,Party,English,dance pop
6t9KM2EQD4H2KbrTgHGYf3,"Taras - From ""Munjya""",Sachin-Jigar,"Taras (From ""Munjya"")",71,188814,2024-05-27,Party,English,dance pop
7HuLB7m448hiKT7Af60Ew3,Nachde Ne Saare,Jasleen Royal,Baar Baar Dekho (Original Motion Picture Soundtrack),68,194761,2016-08-04,Party,English,dance pop
1lwYvGITb3T4OqI9vLymmX,Club Hits,Top Party Hits,Top Hit Songs For Partying,15,62689,2022-12-21,Party,English,club hits
5d63JLhWB28FNfh2DH4WF7,Club Hits,Top Hits 2023,Top Hits Radio 2023,0,114000,2023-07-14,Party,English,club hits
2fpsatw3Rp8rHjWGsqxgnV,Club Hits,Popular Songs,Most Popular Music Mix Playlist Radio 2023,0,54183,2023-02-26,Party,English,club hits
3G0NyWM1ULKhkoVQ9xLCVd,WTF,HUGEL,Beach Club Hits,33,160686,2023-06-30,Party,English,club hits
20uYAdCEoIkSZStIfPW1TB,Taki Taki,DJ Snake,Latin Rhythm - The Best Reggeaton Club Hits,52,212973,2023-08-14,Party,English,club hits
0bolREnijAmUemGUplHt74,"Get Up, Do You Wanna Funk",Digital Emotion,Club Hits Of The 80'S Cd1,33,183626,2008-01-01,Party,English,club hits
0CySZwyRJ0vyUqtSjM9i2k,Club classics,Charli xcx,BRAT,70,153526,2024-06-07,Party,English,club hits
6dBlyH4rSWpmFun6xxC4GT,Club Chennai,aboywithabag,Club Chennai,24,145312,2023-02-10,Party,English,club hits
7gEKgRBViOmK4b2CHMoxBk,EDM DROP TRANCE,Dj Swam,EDM DROP TRANCE,31,150022,2023-06-20,Party,English,edm
6mniISeqwqmTW7mcpaebAq,EDM,Big Baby Tape,PEEKABOO,58,163529,2024-06-28,Party,English,edm
0rBLV5qx77f8o32riZL4P0,EDM DANCE TRANCE,Dj Swam,EDM DANCE TRANCE,33,150970,2023-07-20,Party,English,edm
0H3nwvjm8pcmhlulZ4YGFX,Mandala,Blastoyz,Mandala,42,357482,2018-02-26,Party,English,edm
0A9mHc7oYUoCECqByV8cQR,Animals,Martin Garrix,Animals,70,304228,2013-06-17,Party,English,edm
4n7jnSxVLd8QioibtTDBDq,On My Way,Alan Walker,On My Way,73,193797,2019-03-21,Party,English,edm
698ItKASDavgwZ3WjaWjtz,Faded,Alan Walker,Different World,79,212106,2018-12-14,Party,English,edm
0ct6r3EGTcMLPtrXHDvVjc,The Nights,Avicii,The Days / Nights,84,176658,2014-01-01,Party,English,edm
1PCrNjQkG1yRuYa3WDudi1,"Study Music, Concentration Music for Studying, Focus Music for Productivity",Greenred Productions,"Study Music, Concentration Music for Studying, Focus Music for Productivity",27,1873005,2020-12-21,Focus,English,focus music
6Vx0hKYHMSx6YxcZiYoWWR,"Focus Music for Work and Studying, Background Music for Better Concentration, Study Music",Greenred Productions,"Focus Music for Work and Studying, Background Music for Better Concentration, Study Music",36,592000,2021-04-04,Focus,English,focus music
62mFjcWGkt2OY9LT9EvxS2,1 Hour of Soft Rain to Reduce Stress,Calming Rain,1 Hour of Soft Rain to Reduce Stress,48,3609100,2019-05-10,Focus,English,focus music
2Umf3B7gYhkocbveXW35Ui,40 Hz Deep Focus,Miracle Tones,40 Hz Focus Music (Binaural Beats),56,208000,2024-10-18,Focus,English,focus music
5ffnOchWtQa4tdbMFMdx5j,40 Hz Concentration Music,Miracle Tones,40 Hz Focus Music (Binaural Beats),55,250279,2024-10-18,Focus,English,focus music
6b5mdCKyPveuHjUMaCcxPt,40 Hz Focus Frequency,Miracle Tones,40 Hz Focus Music (Binaural Beats),57,210000,2024-10-18,Focus,English,focus music
44HWVk8c2nfDCc2lvgb68m,40 Hz Binaural Beats,Miracle Tones,40 Hz Focus Music (Binaural Beats),58,190000,2024-10-18,Focus,English,focus music
2KE6t9ecBthclfLsroI7r1,Study Focus Lofi,Lowfly,Study Focus Lofi,35,143750,2024-12-06,Focus,English,study lofi
34LAx6grBm18Nwt5NcTzrR,Study,Lofi & Instrumental,Study,18,96000,2023-07-14,Focus,English,study lofi
4I9WKAIjoJOzWIUJzRTIDB,STUDY LOFI,Study Music For Deep Focus,STUDY LOFI,29,136400,2024-10-07,Focus,English,study lofi
3YHIygSRzR9n1wWGJZlE0b,Dil Deewana (Duet) - Lofi,Lata Mangeshkar,Study Lofi - Bollywood Beatz,33,75952,2022-10-11,Focus,English,study lofi
4qrNGEqNkvBD5Mzsd8Hz3P,Mere Rang Mein Rangne Wali - Lofi,Sachin Gupta,Study Lofi - Bollywood Beatz,40,188429,2022-10-11,Focus,English,study lofi
4vrOP2x70n3AjixczMujRw,Concentration Music,Study – Deep Focus,Concentration Music,44,162461,2022-01-26,Focus,English,concentration
0tljW8fwYHY16gQCge7him,4 Hz: Study Concentration Tone (Theta Waves),Miracle Healing Tones TP,4 Hz: Binaural Beats (Theta Waves),49,137160,2022-11-04,Focus,English,concentration
5AdMf3aHX31aIoT42WTaau,Bright Minds,Study – Deep Focus,Concentration Music,42,177230,2022-01-26,Focus,English,concentration
754KDZEcBlOgyGjdvLPvsi,Opening Your Brains,Study – Deep Focus,Concentration Music,42,206769,2022-01-26,Focus,English,concentration
676PS8qp1LoNpI9kU8qlbW,40 Hz Focus,Brainy,40 Hz Gamma,62,138000,2024-05-17,Focus,English,concentration
583CRxwtMhAl4J4xbCgjaw,Productivity Beats,Productive Chill Music,Productivity Lo Fi For Increased Concentration & Focus,7,104689,2022-12-18,Focus,English,productive beats
3LlkuXQK0PrDG7uLBrX5y7,Productive Focus Beats,Dallar Sunstar,Inspiring Mindfulness Journey,8,113258,2023-12-29,Focus,English,productive beats
0ymAB5ejtm0KaeqSASIk9B,Be Productive,Office Music Experts,"Office - Cool & Energetic Beats, Chill House for Workplace",12,219714,2019-05-10,Focus,English,productive beats
5TDXpG5SdmZHXBXiEA1Ddh,Productivity,Brainy,Cognition,57,120000,2024-03-11,Focus,English,productive beats
2Ng3VGF00b4O5Iyi9fAPqU,Productive,Lofi Pulse FM,Vibe Spot,18,97500,2025-01-03,Focus,English,productive beats
68tAvJuAiZOzDgOxLQKQOY,Productivity Music: Binaural Beats Focus Music,Jack Vuterin,Productivity Music: Binaural Beats Focus Music,52,144293,2023-12-20,Focus,English,productive beats
0ZH7vqyyDKXcvXku85PlfZ,Beats for Productive Study Sessions,Calm Study Music,Music for Quiet Study Sessions,4,127884,2025-05-30,Focus,English,productive beats
0IRDjGuOzZ0kclyWyd9sxJ,Productive Music for Work Focus,Lofi Gemini,Work From Home Focus,4,126315,2023-05-26,Focus,English,productive beats
0DqXA397QkcVjWq5Wa7DMt,Khushi Jab Bhi Teri (Feat. Khushalii Kumar),Rochak Kohli,Khushi Jab Bhi Teri (Feat. Khushalii Kumar),57,240303,2021-08-23,Happy,Hindi,khushi hindi
2UYO0yEmRwcpOvJPoOYwPS,"Kushi Title Song (From ""Kushi"") (Hindi)",Hesham Abdul Wahab,"Kushi Title Song (From ""Kushi"") (Hindi)",25,210000,2023-07-28,Happy,Hindi,khushi hindi
0qAxw3FUt41FlEaVmPoYuk,Khushi Ko Barbaad Hone Mein,The Rish,Saiyaara (Extended Album),62,107682,2025-09-10,Happy,Hindi,khushi hindi
1hgSAc5g2ljGM24iBtg7a4,Khushiyan Hi Khushiyan,K. J. Yesudas,Dulhan Wohi Jo Piya Man Bhaaye,42,295293,1977-01-01,Happy,Hindi,khushi hindi
3Trl1pPBlTQfzWvHDlTvfR,"Kushi Title Song (From ""Kushi"") (Telugu)",Hesham Abdul Wahab,"Kushi Title Song (From ""Kushi"") (Telugu)",48,210000,2023-07-28,Happy,Hindi,khushi hindi
0IYpKZhCeoXB85BslBg3q5,Yeh Ladka Hai Allah,Jatin-Lalit,Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),64,327226,2001-11-28,Happy,Hindi,khushi hindi
4KwsXvFDCoW7l1cfxhjTdD,"Aradhya (From ""Kushi"") (Telugu)",Hesham Abdul Wahab,"Aradhya (From ""Kushi"") (Telugu)",57,282222,2023-07-12,Happy,Hindi,khushi hindi
3H43T5swYywvcdCBFiDgW6,Manwa Laage,Vishal-Shekhar,Happy New Year,64,272082,2014-09-26,Happy,Hindi,happy bollywood
5EOKcXIGehKOLu1pRePYc4,Happy Hour,Mika Singh,ABCD 2 (Original Motion Picture Soundtrack),38,224048,2018-08-24,Happy,Hindi,happy bollywood
0u8wprNfOdcWpUlWnfMcpP,Bol Na Halke Halke,Shankar-Ehsaan-Loy,Jhoom Barabar Jhoom,72,306834,2007-05-15,Happy,Hindi,happy bollywood
1YTU6H9mLYZZMP78x5V7KC,Lovely,Vishal-Shekhar,Happy New Year,57,220714,2014-09-26,Happy,Hindi,happy bollywood
5R6T1zVAE6cpBorNs8MVGU,Saat Samundar Paar Happy,Sadhana Sargam,Vishwatma,63,397200,1991-12-31,Happy,Hindi,happy bollywood
4BTPzhEsyW3blWcxcuhLM0,Mitwa,Shankar-Ehsaan-Loy,Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack),74,382973,2006-06-08,Happy,Hindi,happy bollywood
0l6g8Z8mqGbGXFOjigYetD,Hawayein,Pritam,Jab Harry Met Sejal (Original Motion Picture Soundtrack),75,289999,2017-08-03,Happy,Hindi,happy bollywood
3HVxYcJ5D8nu45PsJZVW5v,Woofer Baja,Dope Boy Leo,Woofer Baja,3,220029,2016-09-09,Happy,Hindi,cheerful hindi songs
1tVPPoJlFacesTyXTRyh94,Tony Wright,Spearmint,News From Howhere,1,213106,2014-05-27,Happy,Hindi,cheerful hindi songs
5qVEY4UBclbVOAzcNub9e7,"Nativity ""Come, Let Us Join Our Cheerful Songs""",Henry Charles Lahee,"The Complete New English Hymnal, Vol. 16",2,94933,2003-01-11,Happy,Hindi,cheerful hindi songs
5lYTTRiSSvHaumdNzYlM4A,Come Let Us Join Our Cheerful Songs,The Scottish Festival Singers,90 Favorite Hymns,12,94520,2014-10-21,Happy,Hindi,cheerful hindi songs
3lSa2IIHfPmusFdvxFh9yE,Maston Ka Jhund,Shankar-Ehsaan-Loy,Bhaag Milkha Bhaag (Original Motion Picture Soundtrack),55,274013,2013-06-14,Happy,Hindi,cheerful hindi songs
14eotumM24MhIgzidgN3Jx,Khaabon Ke Parinday,Alyssa Mendonsa,Zindagi Na Milegi Dobara,56,251704,2011-06-06,Happy,Hindi,cheerful hindi songs
1CapGmE3jqZpEATdujksnX,Heer,A.R. Rahman,Jab Tak Hai Jaan,59,314174,2012-10-09,Happy,Hindi,cheerful hindi songs
2KDeHIqxpDh1lmbwO3LIHK,"Manwa Laage (From ""Happy New Year"")",Shreya Ghoshal,Arijit Singh: Love Songs,60,272082,2018-02-06,Happy,Hindi,cheerful hindi songs
3yEsfgxuUiinlu3j8dh97Z,Panda Fun पांडा मस्ती,Nessa's PlayHouse Hindi,Sing & Dance: Songs for Kids सिंग एंड डांस: बच्चों के लिए गाने,0,167199,2024-06-07,Happy,Hindi,मस्ती गाने
69Q9TLaw3YEuL0RUyWROoy,फोर्टेरालैंड की मस्ती - बच्चों के गाने,غنغونة,ForteraLand (Kids' Songs),0,220000,2024-08-03,Happy,Hindi,मस्ती गाने
4iGy7JGeUGXi7nZkmVHwzP,Masti Masti,Sonu Nigam,Chalo Ishq Ladaaye (Original Motion Picture Soundtrack),41,340840,2002-12-27,Happy,Hindi,मस्ती गाने
6i154gqT5B26L2JNU8CmZ7,Mastie Mashup 2020,Sunil Mastie,Mastie Mashup 2020,36,460824,2023-01-24,Happy,Hindi,मस्ती गाने
2cZ2Q33G9mkS8fIVKM591T,Masti Ki Paathshala,A.R. Rahman,Rang De Basanti (Original Motion Picture Soundtrack),49,219853,2005-12-04,Happy,Hindi,मस्ती गाने
5X5db3FrBOHbibrFKA02MQ,"Chashni (From ""Bharat"")",Abhijeet Srivastava,"Chashni (From ""Bharat"")",62,265995,2019-05-01,Happy,Hindi,मस्ती गाने
6iN51zuBgHFyLF1ZeM6oD1,Pyar Ki Kashti Mein,Udit Narayan,Alka Yagnik Ke Nagme,46,358000,2023-03-01,Happy,Hindi,मस्ती गाने
1HTpmbXSU50zXakgOSbbtw,Nonstop Party Mix - 2021 Mashup,Amit Trivedi,Nonstop Party Mix (2021 Mashup),41,271250,2021-12-28,Happy,Hindi,मस्ती गाने
6E9UwSfT80age2xknoMS7Y,"Tum Hi Aana (From ""Marjaavaan"")",Payal Dev,"Tum Hi Aana (From ""Marjaavaan"")",69,249126,2019-10-03,Sad,Hindi,sad hindi
3HiobOOpSpMsi95WBKPBYk,Hamari Adhuri Kahani (Title Track),Jeet Gannguli,Hamari Adhuri Kahani (Original Motion Picture Soundtrack),73,398799,2015-05-21,Sad,Hindi,sad hindi
0JChw6k59cZxegh0SGceE1,Zaroori Tha,Rahat Fateh Ali Khan,Back 2 Love,66,342023,2014-05-07,Sad,Hindi,sad hindi
0TL0LFcwIBF5eX7arDIKxY,Husn,Anuv Jain,Husn,78,217894,2023-12-01,Sad,Hindi,sad hindi
1tEto4JrqNmBZFH5uAiYqb,Sadi Gali,Lehmber Hussainpuri,Tanu Weds Manu,62,264900,2011-02-02,Sad,Hindi,sad hindi
5gSVKG0R4xc8qtDIoyDNy8,Saada Pyaar,AP Dhillon,Not by Chance,62,213626,2020-12-23,Sad,Hindi,sad hindi
6riCsiX9csuomBYnenrtGd,Saadi Galli Aaja,Rochak Kohli,Nautanki Saala !,60,253416,2013-02-25,Sad,Hindi,sad hindi
2Fv2injs4qAm8mJBGaxVKU,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",Arijit Singh,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",78,284779,2019-05-31,Sad,Hindi,sad hindi
5NUgbmmQmPCvSPOkRitfeN,Tera Gham Agar Na Hota - Jhankar Beats,Mohammed Aziz,90's Bollywood Sad Songs (With Jhankar Beats),42,286552,2017-11-30,Sad,Hindi,dard bhare gaane
5epK1a0hixEjNPrtvaDzP9,Bewafa Muh Mod Gailu,Umesh Sharma,Bhojpuri Dard Bhare Gaane,26,243123,2020-07-01,Sad,Hindi,dard bhare gaane
0438hY4OW5QIpWDspyGB14,Kailhi Badnam,Rupesh Premi,Bhojpuri Dard Bhare Gaane,6,207830,2020-07-01,Sad,Hindi,dard bhare gaane
6GhbpwPdqAUVRs6Cf36Zfh,Ab Jaan Bhi Jaaye Toh Tuje Paana Hai,Nand kumar,Bhojpuri Dard Bhare Gaane,10,275998,2020-07-01,Sad,Hindi,dard bhare gaane
1NMXK0tZOx7AlspkFeexZN,A Pastor in Italy,Boyblanck,In Surveillance of Angels,5,156990,2024-05-27,Sad,Hindi,dard bhare gaane
6bXrlIITUgU0qnmmTnzrXW,Dard,Kushagra,Love19,67,165840,2023-10-10,Sad,Hindi,dard bhare gaane
3gssYu7KzYCIT5jQNQWiys,Me And My Music (Outro),Augustine,Me And My Music,1,218901,2025-08-03,Sad,Hindi,dard bhare gaane
7q0r8W7Dg2oGDBt3J6tKzp,Breakup Party,Leo Grewal,Breakup Party,56,282833,2012-11-27,Sad,Hindi,breakup hindi
4PqjRiltcMpXoc7orVH5Dc,The Break Up Mashup,Nandini Srikar,The Break Up Mashup,48,307846,2014-05-30,Sad,Hindi,breakup hindi
0H2iJVgorRR0ZFgRqGUjUM,Channa Mereya,Pritam,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],72,289333,2016-10-26,Sad,Hindi,breakup hindi
7os7Ce1QfpEcYqIYP7yKUY,"The Breakup Song (From ""Ae Dil Hai Mushkil"")",Pritam,"The Breakup Song (From ""Ae Dil Hai Mushkil"")",41,252631,2016-10-26,Sad,Hindi,breakup hindi
7BjQd0sfYsMGVrTpRdBNTT,The Breakup Song,Pritam,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack),57,252631,2016-10-26,Sad,Hindi,breakup hindi
32SM1giQug40rRNN10fYZj,Tere Dard Se Dil,Kumar Sanu,Deewana (Original Motion Picture Soundtrack),57,291089,1992-03-04,Sad,Hindi,दर्द गाने
3dLXACIOKI0DbrK6mV1pL5,Kaash Kahin Aisa Hota - Jhankar Beats,Kumar Sanu,90's Bollywood Sad Songs (With Jhankar Beats),45,285208,2017-11-30,Sad,Hindi,दर्द गाने
6vNolBIVWvfY3Z20gAG5nI,"Tum Hi Aana (Sad Version) [From ""Marjaavaan""]",Payal Dev,"Tum Hi Aana (Sad Version) [From ""Marjaavaan""]",54,83169,2019-11-27,Sad,Hindi,दर्द गाने
2plj6f8TqOF0YNuHd2VzJD,Bewafa Tera Masoom Chehra,Rochak Kohli,Bewafa Tera Masoom Chehra,60,242149,2020-11-16,Sad,Hindi,दर्द गाने
5o6OhGZJjGwaLsKeAgy1hz,Wafa Na Raas Aayee Tujhe O Harjaee,Nitin Mukesh,Bewafa Sanam,60,370208,1995-03-29,Sad,Hindi,दर्द गाने
7o65z7yxlOfbAiDxq9WZBy,Ud-daa Punjab,Amit Trivedi,Udta Punjab (Original Motion Picture Soundtrack),63,274701,2016-05-18,Energetic,Hindi,energetic bollywood
3f3FAdUw56vgAIUeNj3WgC,Energetic Bollywood Whistle,Achamin,Bollywood Desi Vibe Lounge,0,153560,2024-08-25,Energetic,Hindi,energetic bollywood
6Jo5P3YOqTROyBeNo4rFoQ,Bollywood Energetic Dak,DJ Dak,Bollywood Energetic Dak,0,138077,2024-07-10,Energetic,Hindi,energetic bollywood
6wGaAGXlxv4ENR2PE1T74E,"Aisa Main Shaitaan - From ""Shaitaan""",Raftaar,"Aisa Main Shaitaan (From ""Shaitaan"")",33,178803,2024-02-29,Energetic,Hindi,energetic bollywood
0LxieATP1Hom8KueHdG9V2,"Tinku Jiya (From ""Yamla Pagla Deewana"")",Mamta Sharma,Lord Bobby : The Ultimate Playlist,42,298210,2025-01-24,Energetic,Hindi,energetic bollywood
0biCSADTAblvLTLtJz4pXO,Nashe Si Chadh Gayi,Vishal-Shekhar,Befikre,73,237875,2016-12-01,Energetic,Hindi,energetic bollywood
1NtUkEglWHG26BOqj3rPhQ,Chikni Chameli,Ajay-Atul,Chikni Chameli,63,303413,2011-12-16,Energetic,Hindi,dance hindi
6mdLX10dvBb7rGYbMXpKzz,Kala Chashma,Prem & Hardeep,Baar Baar Dekho (Original Motion Picture Soundtrack),63,187006,2016-08-04,Energetic,Hindi,dance hindi
1NxlktIRgiAPJ8U06v9veI,Dance Basanti,Sachin-Jigar,Ungli (Original Motion Picture Soundtrack),63,223991,2014-11-18,Energetic,Hindi,dance hindi
3Qpk2qHree1RTH5lZaKnEK,Desi Girl,Vishal-Shekhar,Dostana (Original Motion Picture Soundtrack),63,306986,2008-10-08,Energetic,Hindi,dance hindi
6gfiI3A7VJmhJ55G7nB055,Indian Dance Hindi Supar Hit 2025 Music V02,Boishakhi Official,Indian Dance Hindi Supar Hit 2025 Music V02,33,237331,2025-07-02,Energetic,Hindi,dance hindi
1rEVydQSe04NJUqyyEyeEq,Afghan Jalebi (Film Version),Pritam,Phantom,70,224206,2015-07-31,Energetic,Hindi,dance hindi
5cjVsWqIkBQC7acTRhL0RO,Kamariya,Aastha Gill,Stree,70,187982,2018-08-22,Energetic,Hindi,dance hindi
0WdbnNKO0Jt4BZACSDQh44,"Ghungroo (From ""War"")",Vishal-Shekhar,"Ghungroo (From ""War"")",66,302935,2019-09-30,Energetic,Hindi,peppy bollywood
4eu27jAU2bbnyHUC3G75U8,Badtameez Dil,Pritam,Yeh Jawaani Hai Deewani,69,252760,2013-03-30,Energetic,Hindi,peppy bollywood
0og9wKFGgFFNQnrBe7eisG,Uff Teri Adaa,Shankar Mahadevan,Karthik Calling Karthik,68,304088,2010-01-18,Energetic,Hindi,peppy bollywood
3BhjbaGeI7E0CiIjctfdD3,Kar Gayi Chull,Badshah,Kapoor & Sons (Since 1921) (Original Motion Picture Soundtrack),65,187710,2016-03-04,Energetic,Hindi,peppy bollywood
6qCNaRRr5xJALfNJvh0NAw,Bom Diggy Diggy,Zack Knight,"Bom Diggy Diggy (From ""Sonu Ke Titu Ki Sweety"")",67,238530,2018-02-08,Energetic,Hindi,peppy bollywood
6WediUhXDfm8FR3wlM0r3G,Subha Hone Na De,Pritam,Desi Boyz,70,288696,2011-10-21,Energetic,Hindi,peppy bollywood
4qRcjFkFqSpLBzcbLDt7HL,Ambarsariya,Sona Mohapatra,Fukrey,68,248182,2013-05-14,Energetic,Hindi,peppy bollywood
5UmKcCjqViqvglHd6530dm,Josh Abhi,Harish Moyal,Harish Moyal's Motivational & Spiritual Collection,3,147528,2020-10-15,Energetic,Hindi,जोश गाने
0QAbWnn8UW46IFE1laQ0nG,Jo Apna Tha Mera,Yash Bhandare,Jo Apna Tha Mera,3,239562,2025-05-29,Energetic,Hindi,जोश गाने
0ehTgSbexYwzSyOoH4g7Qg,Instavale Pyaar Mein,Yash Bhandare,Instavale Pyaar Mein,3,286816,2025-04-24,Energetic,Hindi,जोश गाने
0AoDqXp5k2FulJF0ZBMmkh,Jishu Tumi Pabitra,Dipak Kumar Tlw,Jishu Tumi Pabitra,5,279428,2017-06-05,Energetic,Hindi,जोश गाने
6AQsIb9DwJy0AQGQAtlMkc,Jodhane Valo Safo,Sugan Bucheti,Jodhane Valo Safo,6,298461,2024-05-27,Energetic,Hindi,जोश गाने
0oZKboqpY6Rr12wUQUMwch,Yeshu Ka Pyar,ENOSH KUMAR,Yeshu Ka Pyar,15,461055,2025-08-08,Energetic,Hindi,जोश गाने
531mhAoPW38t55BTDCZnDt,Joshi Latpatiyo - Mashup,Durga Jasraj,Joshi Latpatiyo (Mashup),25,304589,2022-04-13,Energetic,Hindi,जोश गाने
5Wl5LzYyBUrU6pRuy6pLsv,Joshi Karo Utwal 2 (Vivah Geet 2024),Jamin Khan,Joshi Karo Utwal 2 (Vivah Geet 2024),12,395828,2024-10-14,Energetic,Hindi,जोश गाने
7BCp5hEiiDSmXsxsXkvYff,Qaafirana,Amit Trivedi,Kedarnath (Original Motion Picture Soundtrack),69,341823,2018-11-27,Calm,Hindi,peaceful hindi
6iPVK7eCBvs0zfFjQCvSeC,Chand Sa Chehra,Music81M,Sukoon Vibes | Hindi Lofi | Chill & Relaxing Songs | Peaceful Vibes,5,193631,2025-10-19,Calm,Hindi,peaceful hindi
2fegmtQ81A0sVu4PXO07K3,Tumse Pyar Karte Hai,Music81M,Sukoon Vibes | Hindi Lofi | Chill & Relaxing Songs | Peaceful Vibes,2,225319,2025-10-19,Calm,Hindi,peaceful hindi
66E5EfquEIp7j77C3AoKGO,Teri Aakhon Mein,Music81M,Sukoon Vibes | Hindi Lofi | Chill & Relaxing Songs | Peaceful Vibes,3,278040,2025-10-19,Calm,Hindi,peaceful hindi
72CIisVz9fR68qSeeAewIM,Tere Siva Jag Mein (Cafe Edit),Pritam,Tadap,36,215283,2021-12-03,Calm,Hindi,peaceful hindi
4Tkb7zsDmsawB7S5TpKQV1,Pehli Dafa,Atif Aslam,Pehli Dafa,76,298771,2017-01-06,Calm,Hindi,peaceful hindi
5JCDVLwteSXuwVqjCa7SwH,O Rangrez,Shankar-Ehsaan-Loy,Bhaag Milkha Bhaag (Original Motion Picture Soundtrack),72,385000,2013-06-14,Calm,Hindi,peaceful hindi
2kT3iaXNyWpLzIx1DmUsDF,Kali Kali Zulfon Ke,Madhur Sharma,Kali Kali Zulfon Ke,59,350324,2021,Calm,Hindi,sufi songs
7F8RNvTQlvbeBLeenycvN6,Kun Faya Kun,A.R. Rahman,Rockstar,70,470500,2011-10-01,Calm,Hindi,sufi songs
3VzTjBqM7nrKsMy3VHkGoD,Saadgi,Kabul Bukhari,Saadgi,54,364800,2025-01-16,Calm,Hindi,sufi songs
